Transaction	Supplier	Type	Date	PLU	Paid	"Curve /
Bleap"	Value
Curve - Continente	Curve	Cashback	28/04/2024	-	20.52€	£0.18	0.21€
Curve - Continente	Curve	Cashback	28/04/2024	-	20.07€	£0.17	0.20€
Curve - Continente	Curve	Cashback	28/04/2024	-	20.07€	£0.17	0.20€
Curve - LIDL	Curve	Cashback	27/04/2024	-	15.75€	£0.14	0.17€
Curve - LIDL	Curve	Cashback	27/04/2024	-	15.75€	£0.14	0.17€
Curve - Aldi	Curve	Cashback	27/04/2024	-	10.83€	£0.09	0.11€
Curve - Pingo Doce	Curve	Cashback	27/04/2024	-	14.01€	£0.12	0.14€
Curve - IPN	Curve	Cashback	26/04/2024	-	13.00€	£0.11	0.13€
Curve - IPN	Curve	Cashback	24/04/2024	-	13.00€	£0.11	0.13€
Intermarche	Cetelem	Cashback	23/04/2024	-	2.09€	-	0.06€
Booking Cashback	Deco+	Cashback	23/04/2024	-	-	-	8.50€
Curve - MEO	Curve	Cashback	23/04/2024	-	40.99€	£0.35	0.41€
Curve - MEO	Curve	Cashback	23/04/2024	-	40.99€	£0.35	0.41€
Curve - Rejuvemed	Curve	Cashback	23/04/2024	-	369.00€	£3.17	3.74€
Curve - Praxis	Curve	Cashback	21/04/2024	-	-	£0.35	0.41€
Curve - Continente	Curve	Cashback	21/04/2024	-	-	£0.33	0.39€
Curve - Continente	Curve	Cashback	21/04/2024	-	-	£0.33	0.39€
LIDL	Cetelem	Cashback	20/04/2024	-	11.43€	-	0.34€
LIDL	Cetelem	Cashback	20/04/2024	-	20.25€	-	0.61€
LIDL	Cetelem	Cashback	20/04/2024	-	8.10€	-	0.24€
Delitruques	Cetelem	Cashback	20/04/2024	-	9.70€	-	0.29€
KuVa	Cetelem	Cashback	20/04/2024	-	21.21€	-	0.64€
Curve - Intermarche	Curve	Cashback	20/04/2024	-	-	£0.02	0.02€
Curve - LIDL	Curve	Cashback	20/04/2024	-	-	£0.20	0.24€
Curve - LIDL	Curve	Cashback	20/04/2024	-	-	£0.20	0.24€
Repsol	Cetelem	Cashback	19/04/2024	-	41.60€	-	1.25€
Curve - Pizzaiolo	Curve	Cashback	19/04/2024	-	-	£0.17	0.20€
Curve - Continente	Curve	Cashback	18/04/2024	-	6.75€	£0.06	0.07€
Curve - Continente	Curve	Cashback	18/04/2024	-	6.75€	£0.06	0.07€
Ingrediente - PLN	Plutus	Cashback	18/04/2024	0.1376	19.50€	-	0.55€
Rejuvemed - PLN	Plutus	Cashback	18/04/2024	1.0244	177.18€	-	4.10€
Curve - Sete Restaurante	Curve	Cashback	17/04/2024	-	36.70€	£0.32	0.38€
Galp - PLN	Plutus	Cashback	17/04/2024	0.2936	45.02€	-	1.17€
Plutus Perk (Galp)	Plutus	Cashback	17/04/2024	2.1739	10.00€	-	8.70€
Santander	Santander	Cashback	16/04/2024	-	-	-	10.43€
Curve - Ingrediente IPN	Curve	Cashback	16/04/2024	-	19.50€	£0.17	0.20€
Leroy Merlin - PLN	Plutus	Cashback	16/04/2024	0.1537	22.18€	-	0.61€
Vitaminas - PLN	Plutus	Cashback	16/04/2024	0.1282	18.50€	-	0.51€
Curve - Rejuvemed	Curve	Cashback	15/04/2024	-	177.18€	£1.52	1.79€
Curve - Galp	Curve	Cashback	15/04/2024	-	55.02€	£0.47	0.55€
Curve - Vitaminas	Curve	Cashback	14/04/2024	-	18.50€	£0.16	0.19€
Curve - Leroy	Curve	Cashback	14/04/2024	-	-	£0.15	0.18€
Curve - Lidl	Curve	Cashback	13/04/2024	-	17.69€	£0.15	0.18€
Curve - Lidl	Curve	Cashback	13/04/2024	-	17.69€	£0.15	0.18€
Lidl - PLN	Plutus	Cashback	12/04/2024	0.1101	17.69€	-	0.44€
Vitaminas - PLN	Plutus	Cashback	12/04/2024	0.0568	10.00€	-	0.23€
Comp. Sandes - PLN	Plutus	Cashback	12/04/2024	0.0452	7.95€	-	0.18€
Farmacia Barros - PLN	Plutus	Cashback	12/04/2024	0.0831	14.95€	-	0.33€
Podologia - PLN	Plutus	Cashback	12/04/2024	0.2294	40.00€	-	0.92€
Fever - PLN	Plutus	Cashback	12/04/2024	0.3125	55.00€	-	1.25€
Plutus Perk (Curve)	Plutus	Cashback	11/04/2024	1.9360	-	-	7.74€
Curve - Podologia	Curve	Cashback	10/04/2024	-	40.00€	£0.34	0.40€
Curve - Farmácia B.	Curve	Cashback	10/04/2024	-	14.95€	£0.13	0.15€
Curve - Fever	Curve	Cashback	10/04/2024	-	55.00€	£0.47	0.55€
Curve - Vitaminas	Curve	Cashback	10/04/2024	-	10.00€	£0.09	0.11€
Curve - Comp. Sandes	Curve	Cashback	10/04/2024	-	7.95€	£0.07	0.08€
CP - PLN	Plutus	Cashback	10/04/2024	0.2672	46.50€	-	1.07€
SHEIN	LetyShops	Cashback	08/04/2024	-	62.98€	-	0.36€
Tomatino - PLN	Plutus	Cashback	07/04/2024	0.0480	8.20€	-	0.19€
SportZone - PLN	Plutus	Cashback	07/04/2024	0.0472	7.99€	-	0.19€
Curve - Lidl	Curve	Cashback	06/04/2024	-	11.43€	£0.10	0.12€
Isey Skyr Bar ehf - PLN	Plutus	Cashback	06/04/2024	0.0476	8.00€	-	0.19€
Samuelsson Selfoss - PLN	Plutus	Cashback	06/04/2024	0.1396	23.46€	-	0.56€
PCDIGA - PLN	Plutus	Cashback	06/04/2024	0.7794	129.90€	-	3.12€
Continente - PLN	Plutus	Cashback	06/04/2024	0.1200	20.28€	-	0.48€
Skool Beans - PLN	Plutus	Cashback	06/04/2024	0.0340	5.72€	-	0.14€
Mal og menning Vei- PLN	Plutus	Cashback	06/04/2024	0.1160	19.48€	-	0.46€
Continente - PLN (part)	Plutus	Cashback	06/04/2024	0.2000	33.80€	-	0.80€
Plutus Perk (Continente)	Plutus	Cashback	06/04/2024	1.9724	-	-	7.89€
Islenski barinn eh - PLN	Plutus	Cashback	06/04/2024	1.1646	195.65€	-	4.66€
UK LTD GATWICK - PLN	Plutus	Cashback	05/04/2024	0.0253	4.33€	-	0.10€
Plutus Referral - Quica	Plutus	Cashback	05/04/2024	1.8400	-	-	7.36€
Curve - Continente	Curve	Cashback	04/04/2024	-	43.80€	£0.38	0.45€
Curve - Continente	Curve	Cashback	04/04/2024	-	20.17€	£0.17	0.20€
Icewear Magasin - PLN	Plutus	Cashback	04/04/2024	0.0399	6.85€	-	0.16€
Metro Sudurlandsbr - PLN	Plutus	Cashback	04/04/2024	0.3298	57.17€	-	1.32€
Islandia Bankastra - PLN	Plutus	Cashback	04/04/2024	0.0254	4.36€	-	0.10€
Bolasmidjan Reykja - PLN	Plutus	Cashback	04/04/2024	0.0279	4.80€	-	0.11€
SIMPLY FOOD - PLN	Plutus	Cashback	03/04/2024	0.1411	25.21€	-	0.56€
Plutus Referral - Tiago	Plutus	Cashback	03/04/2024	1.6500	-	-	6.60€
LIDL	Cetelem	Cashback	29/03/2024	-	11.22€	-	0.34€
Curve - Booking	Curve	Cashback	28/03/2024	-	-	£0.55	0.65€
Osteria 44	Cetelem	Cashback	27/03/2024	-	34.40€	-	1.03€
Curve - Lidl	Curve	Cashback	27/03/2024	-	-	£0.10	0.12€
Booking Cashback	Deco+	Cashback	26/03/2024	-	-	-	26.00€
Praxis	Cetelem	Cashback	26/03/2024	-	34.45€	-	1.03€
Curve - Booking	Curve	Cashback	26/03/2024	-	69.00€	£0.59	0.70€
Curve - MEO	Curve	Cashback	23/03/2024	-	40.99€	£0.34	0.40€
Curve - Continente	Curve	Cashback	15/03/2024	-	65.53€	£0.56	0.66€
Plutus Perk (Curve)	Plutus	Cashback	11/03/2024	2.0020	-	-	8.01€
Curve - Lidl	Curve	Cashback	10/03/2024	-	20.25€	£0.17	0.20€
SportZone	LetyShops	Cashback	23/03/2024	-	28.45€	-	1.17€
Rentalcars	LetyShops	Cashback	22/03/2024	-	500.00€	-	18.07€
Notino	LetyShops	Cashback	22/03/2024	-	26.81€	-	0.44€
Temu	LetyShops	Cashback	07/03/2024	-	14.59€	-	3.60€
Plutus	M - Plutus	Cashback	07/03/2024		-	-	-198.66€
Booking ISL - PLN	Plutus	Cashback	07/03/2024	2.2878	367.57€	-	9.15€
Curve - Booking	Curve	Cashback	05/03/2024	-	594.74€	£5.11	6.03€
Lidl - PLN	Plutus	Cashback	04/03/2024	0.1180	19.27€	-	0.47€
Plutus Perk (Lidl)	Plutus	Cashback	04/03/2024	2.0408	-	-	8.16€
Plutus Perk (Booking)	Plutus	Cashback	04/03/2024	1.9900	-	-	7.96€
Curve - Lidl	Curve	Cashback	03/03/2024	-	-	£0.07	0.08€
Booking ISL - PLN	Plutus	Cashback	03/03/2024	1.4570	238.46€	-	5.83€
Booking ISL - PLN	Plutus	Cashback	03/03/2024	2.0498	334.80€	-	8.20€
MEO - PLN	Plutus	Cashback	03/03/2024	0.2438	39.90€	-	0.98€
Curve - Lidl	Curve	Cashback	02/03/2024	-	29.27€	£0.25	0.30€
Curve - Booking	Curve	Cashback	02/03/2024	-	238.46€	£2.05	2.42€
Curve - Booking	Curve	Cashback	02/03/2024	-	334.80€	£2.88	3.40€
AliExpress	LetyShops	Cashback	01/03/2024	-	4.16€	-	0.10€
Curve - MEO	Curve	Cashback	01/03/2024	-	39.90€	£0.34	0.40€
Souvla	Cetelem	Cashback	29/02/2024	-	37.18€	-	1.12€
Outback	Cetelem	Cashback	29/02/2024	-	43.07€	-	1.29€
Tony's Pizza	Cetelem	Cashback	29/02/2024	-	35.87€	-	1.08€
Trader Joe's	Cetelem	Cashback	29/02/2024	-	30.08€	-	0.90€
Lidl	Cetelem	Cashback	28/02/2024	-	13.31€	-	0.40€
Costure Bistro TV	Cetelem	Cashback	27/02/2024	-	39.65€	-	1.19€
Cortes Gomes Hotel	Cetelem	Cashback	27/02/2024	-	44.46€	-	1.33€
Croissanteria Port	Cetelem	Cashback	27/02/2024	-	8.10€	-	0.24€
Pizzaiolo	Cetelem	Cashback	27/02/2024	-	17.50€	-	0.53€
Cheesecake Factory	Cetelem	Cashback	27/02/2024	-	12.00€	-	0.36€
Continente	Cetelem	Cashback	27/02/2024	-	46.47€	-	1.39€
Curve - Lidl	Curve	Cashback	25/02/2024	-	-	£0.11	0.13€
McDonalds	Cetelem	Cashback	23/02/2024	-	14.44€	-	0.43€
Curve - Continente	Curve	Cashback	23/02/2024	-	-	£0.40	0.47€
Plutus Perk (Curve)	Plutus	Cashback	22/02/2024	1.5000	-	-	6.00€
Plutus Bonus	Plutus	Cashback	22/02/2024	0.2500	0.00€	-	1.00€
HARRAHS GUY FIERI - PLN	Plutus	Cashback	22/02/2024	0.1012	13.87€	-	0.40€
Plutus Bonus	Plutus	Cashback	21/02/2024	4.4800	-	-	17.92€
BONANZA GIFT SHOP - PLN	Plutus	Cashback	18/02/2024	0.1110	16.13€	-	0.44€
Down 2 Earth LV - PLN	Plutus	Cashback	18/02/2024	0.2160	31.32€	-	0.86€
ABC 109 LV - PLN	Plutus	Cashback	18/02/2024	0.0486	6.81€	-	0.19€
Booking - PLN	Plutus	Cashback	17/02/2024	1.1474	170.20€	-	4.59€
Crypto Arena - PLN	Plutus	Cashback	16/02/2024	0.1604	23.52€	-	0.64€
FRITZI COOP - PLN	Plutus	Cashback	16/02/2024	0.1606	24.15€	-	0.64€
Griffith Park - PLN	Plutus	Cashback	16/02/2024	0.0633	9.35€	-	0.25€
LOVE BEVERLY HILLS - PLN	Plutus	Cashback	16/02/2024	0.0241	3.59€	-	0.10€
Farmers Market - PLN	Plutus	Cashback	16/02/2024	0.1760	26.17€	-	0.70€
Santander	Santander	Cashback	15/02/2024	-	-	-	16.21€
Shell - PLN	Plutus	Cashback	15/02/2024	0.6109	90.00€	-	2.44€
Plutus Perk (Shell)	Plutus	Cashback	15/02/2024	2.2624	10.00€	-	9.05€
Santa Cruz Pay - PLN	Plutus	Cashback	14/02/2024	0.0148	2.18€	-	0.06€
BOARDWALK SURF - PLN	Plutus	Cashback	14/02/2024	0.0970	14.19€	-	0.39€
Santa Cruz Pay - PLN	Plutus	Cashback	14/02/2024	0.0632	9.28€	-	0.25€
Google - PLN	Plutus	Cashback	14/02/2024	0.0068	1.00€	-	0.03€
Apple Bar - PLN	Plutus	Cashback	13/02/2024	0.0379	5.58€	-	0.15€
Candy Baron SF - PLN	Plutus	Cashback	13/02/2024	0.0187	2.78€	-	0.07€
San Francisco - PLN	Plutus	Cashback	13/02/2024	0.2105	31.29€	-	0.84€
Blue Bottle - PLN	Plutus	Cashback	13/02/2024	0.0503	7.49€	-	0.20€
Lids - PLN	Plutus	Cashback	12/02/2024	0.0745	11.10€	-	0.30€
Plutus	M - Plutus	Cashback	10/02/2024		-	-	-19.99€
Curve - Booking	Curve	Cashback	07/02/2024	-	146.00€	£1.46	1.72€
MO - PLN	Plutus	Cashback	06/02/2024	0.2691	41.00€	-	1.08€
RCM IT Shop - PLN	Plutus	Cashback	03/02/2024	3.0197	459.00€	-	12.08€
Booking Cashback	Deco+	Cashback	30/01/2024	-	-	-	2.50€
AliExpress	LetyShops	Cashback	25/01/2024	-	1.19€	-	0.36€
Curve - MEO	Curve	Cashback	25/01/2024	-	-	£0.46	0.54€
Plutus Bonus	Plutus	Cashback	23/01/2024	1.0000	-	-	4.00€
Airalo	LetyShops	Cashback	21/01/2024		11.60€	-	0.89€
Airalo	LetyShops	Cashback	21/01/2024		11.60€	-	0.89€
Curve - Continente	Curve	Cashback	21/01/2024		-	£0.52	0.61€
Airalo - PLN	Plutus	Cashback	21/01/2024	0.0760	11.99€	-	0.30€
Airalo - PLN	Plutus	Cashback	21/01/2024	0.0673	10.65€	-	0.27€
DOTE - PLN	Plutus	Cashback	18/01/2024	0.0932	15.50€	-	0.37€
Booking OPO (part) - PLN	Plutus	Cashback	17/01/2024	0.2840	46.00€	-	1.14€
Plutus Perk (Booking)	Plutus	Cashback	17/01/2024	2.0576	-	-	8.23€
AliExpress	LetyShops	Cashback	17/01/2024		2.79€	-	0.14€
Hospital da Luz - PLN	Plutus	Cashback	17/01/2024	0.3145	50.00€		1.26€
CP - PLN	Plutus	Cashback	17/01/2024	0.2912	46.50€		1.16€
Rituals - PLN	Plutus	Cashback	17/01/2024	0.0327	5.24€		0.13€
Booking OPO - PLN	Plutus	Cashback	17/01/2024	0.3383	55.48€		1.35€
Curve - Booking	Curve	Cashback	16/01/2024		-	£0.48	0.57€
Curve - Booking	Curve	Cashback	16/01/2024		-	£0.48	0.57€
Curve - Cashback	Curve	Cashback	15/01/2024		-	£5.00	5.90€
Santander	Santander	Cashback	15/01/2024	-	-		15.28€
Vip Inn Berna - PLN	Plutus	Cashback	12/01/2024	0.0256	4.00€		0.10€
Rentalcars - PLN	Plutus	Cashback	12/01/2024	2.2730	359.89€		9.09€
Parrila Vasco - PLN	Plutus	Cashback	12/01/2024	0.0635	9.90€		0.25€
Booking - PLN	Plutus	Cashback	11/01/2024	0.2836	44.99€		1.13€
Plutus	Plutus	Cashback	11/01/2024	2.0000	-		8.00€
Plutus	M - Plutus	Cashback	10/01/2024		-		-4.99€
Curve	M - Curve	Cashback	09/01/2024		-		-9.99€
Santander	TB	Cashback	15/12/2023				9.84€
MBWay	TB	Cashback	02/12/2023				10€
Deco+	PayPal	Cashback	23/11/2023				8€
Santander	TB	Cashback	15/11/2023				16.75€
Santander	TB	Cashback	15/10/2023				17.28€
Santander	TB	Cashback	15/09/2023				16.57€
Santander	TB	Cashback	15/08/2023				14.81€
Santander	TB	Cashback	15/07/2023				11.62€
Santander	TB	Cashback	15/06/2023				7.93€
Santander	TB	Cashback	15/05/2023				17.72€
Santander	TB	Cashback	04/05/2023				5.06€
Santander	TB	Cashback	15/09/2023				16.57€
Santander	TB	Cashback	15/08/2023				14.81€
Santander	TB	Cashback	15/07/2023				11.62€
Santander	TB	Cashback	15/06/2023				7.93€
Santander	TB	Cashback	15/05/2023				17.72€
Santander	TB	Cashback	04/05/2023				5.06€
